movie_index,user_index,probability,movie_rate,factor,movie_title
6805,504,0.3145,4.5,1.4153,The Jane Austen Book Club (2007)
3243,574,0.2828,5.0,1.4142,Friendly Persuasion (1956)
4057,574,0.2828,5.0,1.4142,Bite the Bullet (1975)
3900,574,0.2828,5.0,1.4142,Truly, Madly, Deeply (1991)
6132,104,0.353,4.0,1.4119,Crash (2004)
6385,104,0.353,4.0,1.4119,Thank You for Smoking (2006)
3896,104,0.353,4.0,1.4119,Brotherhood of the Wolf (Pacte des loups, Le) (2001)
1477,104,0.353,4.0,1.4119,Picnic at Hanging Rock (1975)
2936,104,0.353,4.0,1.4119,Magnum Force (1973)
3533,104,0.353,4.0,1.4119,Bird (1988)
4478,104,0.353,4.0,1.4119,Secret Policeman's Other Ball, The (1982)
5619,104,0.353,4.0,1.4119,Sideways (2004)
4821,104,0.353,4.0,1.4119,Monty Python's The Meaning of Life (1983)
3383,104,0.353,4.0,1.4119,Chopper (2000)
4947,104,0.353,4.0,1.4119,Show Me Love (Fucking Åmål) (1998)
380,104,0.353,4.0,1.4119,Carlito's Way (1993)
4913,104,0.353,4.0,1.4119,Gorky Park (1983)
4401,104,0.353,4.0,1.4119,Narc (2002)
3669,104,0.353,4.0,1.4119,Uncle Buck (1989)
5020,104,0.353,4.0,1.4119,Last Samurai, The (2003)
346,104,0.353,4.0,1.4119,Wolf (1994)
1430,104,0.353,4.0,1.4119,Nil By Mouth (1997)
1058,104,0.353,4.0,1.4119,Paris, Texas (1984)
4387,104,0.353,4.0,1.4119,Eating Raoul (1982)
1714,104,0.353,4.0,1.4119,Henry: Portrait of a Serial Killer (1986)
4871,104,0.353,4.0,1.4119,Sweet Sixteen (2002)
993,104,0.353,4.0,1.4119,Local Hero (1983)
959,104,0.353,4.0,1.4119,Withnail & I (1987)
3740,104,0.353,4.0,1.4119,Dinner Rush (2000)
1369,101,0.3512,4.0,1.4047,My Life in Pink (Ma vie en rose) (1997)
1549,101,0.3512,4.0,1.4047,Prom Night (1980)
2621,101,0.3512,4.0,1.4047,Hard-Boiled (Lat sau san taam) (1992)
2622,101,0.3512,4.0,1.4047,Man Bites Dog (C'est arrivé près de chez vous) (1992)
2464,101,0.3512,4.0,1.4047,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988)
2587,101,0.3512,4.0,1.4047,Poison (1991)
2275,101,0.3512,4.0,1.4047,Minus Man, The (1999)
2591,101,0.3512,4.0,1.4047,Woman in the Dunes (Suna no onna) (1964)
113,101,0.3512,4.0,1.4047,Flirting With Disaster (1996)
2590,101,0.3512,4.0,1.4047,Zed & Two Noughts, A (1985)
1490,101,0.3512,4.0,1.4047,All Quiet on the Western Front (1930)
2734,101,0.3512,4.0,1.4047,Champ, The (1979)
1572,101,0.3512,4.0,1.4047,Metropolis (1927)
1492,101,0.3512,4.0,1.4047,Grand Hotel (1932)
1043,101,0.3512,4.0,1.4047,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983)
2620,101,0.3512,4.0,1.4047,Buffy the Vampire Slayer (1992)
126,101,0.3512,4.0,1.4047,Basketball Diaries, The (1995)
2311,101,0.3512,4.0,1.4047,Mumford (1999)
299,101,0.3512,4.0,1.4047,Vanya on 42nd Street (1994)
138,101,0.3512,4.0,1.4047,Clockers (1995)
2666,101,0.3512,4.0,1.4047,The Year My Voice Broke (1987)
1531,101,0.3512,4.0,1.4047,Nightmare on Elm Street 2: Freddy's Revenge, A (1985)
2529,101,0.3512,4.0,1.4047,Cradle Will Rock (1999)
2260,101,0.3512,4.0,1.4047,Hamlet (1964)
2404,101,0.3512,4.0,1.4047,Thunderball (1965)
178,101,0.3512,4.0,1.4047,Total Eclipse (1995)
2813,101,0.3512,4.0,1.4047,Mystery Train (1989)
1503,101,0.3512,4.0,1.4047,Hamlet (1948)
171,101,0.3512,4.0,1.4047,Smoke (1995)
2543,101,0.3512,4.0,1.4047,Topsy-Turvy (1999)
1423,101,0.3512,4.0,1.4047,Last Days of Disco, The (1998)
747,101,0.3512,4.0,1.4047,Women, The (1939)
2344,101,0.3512,4.0,1.4047,Hang 'Em High (1968)
106,101,0.3512,4.0,1.4047,Young Poisoner's Handbook, The (1995)
1762,101,0.3512,4.0,1.4047,Lodger: A Story of the London Fog, The (1927)
1123,101,0.3512,4.0,1.4047,Substance of Fire, The (1996)
751,101,0.3512,4.0,1.4047,Spellbound (1945)
2849,101,0.3512,4.0,1.4047,Big Kahuna, The (2000)
2133,101,0.3512,4.0,1.4047,War of the Worlds, The (1953)
492,101,0.3512,4.0,1.4047,Thirty-Two Short Films About Glenn Gould (1993)
2888,101,0.3512,4.0,1.4047,Small Time Crooks (2000)
2867,101,0.3512,4.0,1.4047,Lords of Flatbush, The (1974)
1657,101,0.3512,4.0,1.4047,Something Wicked This Way Comes (1983)
2118,101,0.3512,4.0,1.4047,Dracula (1931)
2934,101,0.3512,4.0,1.4047,Decline of Western Civilization Part II: The Metal Years, The (1988)
2935,101,0.3512,4.0,1.4047,For a Few Dollars More (Per qualche dollaro in più) (1965)
2830,101,0.3512,4.0,1.4047,Shakes the Clown (1992)
2954,101,0.3512,4.0,1.4047,Brother from Another Planet, The (1984)
2833,101,0.3512,4.0,1.4047,Prick Up Your Ears (1987)
2933,101,0.3512,4.0,1.4047,Decline of Western Civilization, The (1981)
2187,101,0.3512,4.0,1.4047,Barry Lyndon (1975)
2932,101,0.3512,4.0,1.4047,Man with the Golden Arm, The (1955)
2188,101,0.3512,4.0,1.4047,400 Blows, The (Les quatre cents coups) (1959)
1635,101,0.3512,4.0,1.4047,Mephisto (1981)
1218,101,0.3512,4.0,1.4047,Children of the Revolution (1996)
1027,101,0.3512,4.0,1.4047,Down by Law (1986)
448,101,0.3512,4.0,1.4047,Naked (1993)
783,101,0.3512,4.0,1.4047,39 Steps, The (1935)
1018,101,0.3512,4.0,1.4047,Diva (1981)
2994,101,0.3512,4.0,1.4047,Battleship Potemkin (1925)
1718,101,0.3512,4.0,1.4047,Attack of the Killer Tomatoes! (1978)
638,101,0.3512,4.0,1.4047,I Shot Andy Warhol (1996)
1092,101,0.3512,4.0,1.4047,Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)
1749,101,0.3512,4.0,1.4047,Lifeboat (1944)
1750,101,0.3512,4.0,1.4047,Shadow of a Doubt (1943)
1107,101,0.3512,4.0,1.4047,Crucible, The (1996)
905,101,0.3512,4.0,1.4047,Fog, The (1980)
1872,101,0.3512,4.0,1.4047,Glen or Glenda (1953)
847,101,0.3512,4.0,1.4047,Beautiful Thing (1996)
2981,101,0.3512,4.0,1.4047,Shaft (1971)
1760,101,0.3512,4.0,1.4047,Murder! (1930)
2866,101,0.3512,4.0,1.4047,King of Marvin Gardens, The (1972)
1755,101,0.3512,4.0,1.4047,Lady Vanishes, The (1938)
1650,101,0.3512,4.0,1.4047,Rescuers, The (1977)
1048,508,0.3509,4.0,1.4036,Unbearable Lightness of Being, The (1988)
2478,508,0.3509,4.0,1.4036,All About My Mother (Todo sobre mi madre) (1999)
2898,508,0.3509,4.0,1.4036,Gold Rush, The (1925)
4352,508,0.3509,4.0,1.4036,This Is Elvis (1981)
2197,508,0.3509,4.0,1.4036,Mission, The (1986)
3934,508,0.3509,4.0,1.4036,Birthday Girl (2001)
4585,508,0.3509,4.0,1.4036,Spellbound (2002)
800,508,0.3509,4.0,1.4036,Michael Collins (1996)
4556,508,0.3509,4.0,1.4036,Good Thief, The (2002)
4031,508,0.3509,4.0,1.4036,George Washington (2000)
697,508,0.3509,4.0,1.4036,Wife, The (1995)
2647,508,0.3509,4.0,1.4036,Beautiful People (1999)
716,508,0.3509,4.0,1.4036,Mother Night (1996)
713,508,0.3509,4.0,1.4036,1-900 (06) (1994)
3081,508,0.3509,4.0,1.4036,Tao of Steve, The (2000)
188,508,0.3509,4.0,1.4036,Before the Rain (Pred dozhdot) (1994)
3178,508,0.3509,4.0,1.4036,Legend of Drunken Master, The (Jui kuen II) (1994)
3122,508,0.3509,4.0,1.4036,Dancer in the Dark (2000)
4692,508,0.3509,4.0,1.4036,Swimming Pool (2003)
4157,508,0.3509,4.0,1.4036,Sex and Lucia (Lucía y el sexo) (2001)
982,508,0.3509,4.0,1.4036,Quiet Man, The (1952)
187,508,0.3509,4.0,1.4036,Burnt by the Sun (Utomlyonnye solntsem) (1994)
133,508,0.3509,4.0,1.4036,Beauty of the Day (Belle de jour) (1967)
2096,508,0.3509,4.0,1.4036,This Is My Father (1998)
2009,508,0.3509,4.0,1.4036,Long Goodbye, The (1973)
6000,508,0.3509,4.0,1.4036,Merchant of Venice, The (2004)
63,508,0.3509,4.0,1.4036,French Twist (Gazon maudit) (1995)
2331,508,0.3509,4.0,1.4036,Sanjuro (Tsubaki Sanjûrô) (1962)
4575,508,0.3509,4.0,1.4036,I Am Trying to Break Your Heart (2002)
3973,508,0.3509,4.0,1.4036,Wild Strawberries (Smultronstället) (1957)
3710,508,0.3509,4.0,1.4036,Curse of the Jade Scorpion, The (2001)
5405,508,0.3509,4.0,1.4036,Napoleon Dynamite (2004)
1687,508,0.3509,4.0,1.4036,Safe Men (1998)
1171,508,0.3509,4.0,1.4036,Kolya (Kolja) (1996)
1313,508,0.3509,4.0,1.4036,Fast, Cheap & Out of Control (1997)
3744,508,0.3509,4.0,1.4036,Sidewalks of New York (2001)
1796,508,0.3509,4.0,1.4036,Permanent Midnight (1998)
1720,508,0.3509,4.0,1.4036,Your Friends and Neighbors (1998)
1474,508,0.3509,4.0,1.4036,I Went Down (1997)
1443,508,0.3509,4.0,1.4036,Wild Man Blues (1997)
1466,508,0.3509,4.0,1.4036,High Art (1998)
1471,508,0.3509,4.0,1.4036,Henry Fool (1997)
5583,508,0.3509,4.0,1.4036,Motorcycle Diaries, The (Diarios de motocicleta) (2004)
3808,508,0.3509,4.0,1.4036,Heist (2001)
3814,508,0.3509,4.0,1.4036,Novocaine (2001)
4260,508,0.3509,4.0,1.4036,Comedian (2002)
1398,508,0.3509,4.0,1.4036,Love and Death on Long Island (1997)
1106,508,0.3509,4.0,1.4036,Ridicule (1996)
1633,508,0.3509,4.0,1.4036,Fandango (1985)
5033,508,0.3509,4.0,1.4036,Cold Mountain (2003)
1147,508,0.3509,4.0,1.4036,Whole Wide World, The (1996)
5347,508,0.3509,4.0,1.4036,Dolce Vita, La (1960)
3927,508,0.3509,4.0,1.4036,Metropolis (2001)
3101,508,0.3509,4.0,1.4036,Ballad of Ramblin' Jack, The (2000)
4328,508,0.3509,4.0,1.4036,Standing in the Shadows of Motown (2002)
6226,387,0.3441,4.0,1.3762,Why We Fight (2005)
6549,387,0.3441,4.0,1.3762,Little Children (2006)
6916,387,0.3441,4.0,1.3762,Dark Knight, The (2008)
6820,387,0.3441,4.0,1.3762,No Country for Old Men (2007)
5119,387,0.3441,4.0,1.3762,Spartan (2004)
5040,387,0.3441,4.0,1.3762,Osama (2003)
6139,387,0.3441,4.0,1.3762,Star Wars: Episode III - Revenge of the Sith (2005)
5444,387,0.3441,4.0,1.3762,Dodgeball: A True Underdog Story (2004)
2313,387,0.3441,4.0,1.3762,Guinevere (1999)
327,387,0.3441,4.0,1.3762,Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)
3412,387,0.3441,4.0,1.3762,Pelle the Conqueror (Pelle erobreren) (1987)
4902,387,0.3441,4.0,1.3762,Freshman, The (1990)
4515,387,0.3441,4.0,1.3762,Laurel Canyon (2002)
3475,387,0.3441,4.0,1.3762,Vertical Ray of the Sun, The (Mua he chieu thang dung) (2000)
5996,387,0.3441,4.0,1.3762,In Good Company (2004)
6444,387,0.3441,4.0,1.3762,Pirates of the Caribbean: Dead Man's Chest (2006)
4789,387,0.3441,4.0,1.3762,In This World (2002)
426,387,0.3441,4.0,1.3762,Judgment Night (1993)
7006,387,0.3441,4.0,1.3762,Step Brothers (2008)
6453,387,0.3441,4.0,1.3762,Inconvenient Truth, An (2006)
575,387,0.3441,4.0,1.3762,Mystery Science Theater 3000: The Movie (1996)
4053,387,0.3441,4.0,1.3762,Cat's Meow, The (2002)
6288,387,0.3441,4.0,1.3762,Syriana (2005)
3898,387,0.3441,4.0,1.3762,What Time Is It There? (Ni neibian jidian) (2001)
2509,387,0.3441,4.0,1.3762,Ride with the Devil (1999)
2227,387,0.3441,4.0,1.3762,Pit and the Pendulum (1961)
6523,387,0.3441,4.0,1.3762,Science of Sleep, The (La science des rêves) (2006)
6743,387,0.3441,4.0,1.3762,Simpsons Movie, The (2007)
3745,387,0.3441,4.0,1.3762,Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)
1880,387,0.3441,4.0,1.3762,Emerald Forest, The (1985)
6466,387,0.3441,4.0,1.3762,Little Miss Sunshine (2006)
3922,387,0.3441,4.0,1.3762,The Count of Monte Cristo (2002)
2027,387,0.3441,4.0,1.3762,Beneath the Planet of the Apes (1970)
1412,387,0.3441,4.0,1.3762,Two Girls and a Guy (1997)
6265,387,0.3441,4.0,1.3762,Shopgirl (2005)
3234,387,0.3441,4.0,1.3762,Claim, The (2000)
1996,387,0.3441,4.0,1.3762,Last Days, The (1998)
2827,387,0.3441,4.0,1.3762,Filth and the Fury, The (2000)
5339,595,0.2737,5.0,1.3683,Gladiator (1992)
634,231,0.3419,4.0,1.3677,Phantom, The (1996)
2399,231,0.3419,4.0,1.3677,Melvin and Howard (1980)
2527,231,0.3419,4.0,1.3677,Hell in the Pacific (1968)
393,231,0.3419,4.0,1.3677,Even Cowgirls Get the Blues (1993)
657,231,0.3419,4.0,1.3677,Harriet the Spy (1996)
1620,231,0.3419,4.0,1.3677,Parent Trap, The (1998)
2470,231,0.3419,4.0,1.3677,Jeremiah Johnson (1972)
604,231,0.3419,4.0,1.3677,Horseman on the Roof, The (Hussard sur le toit, Le) (1995)
2325,231,0.3419,4.0,1.3677,Gulliver's Travels (1939)
2787,231,0.3419,4.0,1.3677,Son of the Sheik, The (1926)
1677,231,0.3419,4.0,1.3677,1984 (Nineteen Eighty-Four) (1984)
712,231,0.3419,4.0,1.3677,Land Before Time III: The Time of the Great Giving (1995)
515,231,0.3419,4.0,1.3677,Princess Caraboo (1994)
2692,231,0.3419,4.0,1.3677,Big Country, The (1958)
2025,231,0.3419,4.0,1.3677,Logan's Run (1976)
2104,231,0.3419,4.0,1.3677,Love Letter, The (1999)
1351,231,0.3419,4.0,1.3677,For Richer or Poorer (1997)
2029,231,0.3419,4.0,1.3677,Conquest of the Planet of the Apes (1972)
2635,231,0.3419,4.0,1.3677,They Might Be Giants (1971)
2136,231,0.3419,4.0,1.3677,Pork Chop Hill (1959)
4654,231,0.3419,4.0,1.3677,Trial, The (Procès, Le) (1962)
4875,22,0.2729,5.0,1.3643,Unvanquished, The (Aparajito) (1957)
5623,22,0.2729,5.0,1.3643,Undertow (2004)
4419,22,0.2729,5.0,1.3643,Hours, The (2002)
5016,22,0.2729,5.0,1.3643,Stolen Kisses (Baisers volés) (1968)
1438,22,0.2729,5.0,1.3643,Character (Karakter) (1997)
609,194,0.3409,4.0,1.3636,Haunted World of Edward D. Wood Jr., The (1996)
3186,194,0.3409,4.0,1.3636,Red Planet (2000)
1734,194,0.3409,4.0,1.3636,Wrong Man, The (1956)
2690,194,0.3409,4.0,1.3636,Asphalt Jungle, The (1950)
1061,471,0.3022,4.5,1.3598,Hype! (1996)
5798,471,0.3022,4.5,1.3598,In-Laws, The (1979)
3400,471,0.3022,4.5,1.3598,Triumph of the Will (Triumph des Willens) (1934)
6470,471,0.3022,4.5,1.3598,Wordplay (2006)
6147,471,0.3022,4.5,1.3598,Mad Hot Ballroom (2005)
4605,471,0.3022,4.5,1.3598,Cinemania (2002)
6457,471,0.3022,4.5,1.3598,Jet Li's Fearless (Huo Yuan Jia) (2006)
4383,471,0.3022,4.5,1.3598,Burden of Dreams (1982)
3445,471,0.3022,4.5,1.3598,Catch-22 (1970)
6748,92,0.2663,5.0,1.3316,My Best Friend (Mon meilleur ami) (2006)
5946,92,0.2663,5.0,1.3316,Millions (2004)
5446,211,0.2638,5.0,1.3188,Dear Frankie (2004)
7848,267,0.2907,4.5,1.3081,Winnie the Pooh (2011)
7209,267,0.2907,4.5,1.3081,Inglourious Basterds (2009)
7218,267,0.2907,4.5,1.3081,Star Trek (2009)
7269,267,0.2907,4.5,1.3081,(500) Days of Summer (2009)
7618,267,0.2907,4.5,1.3081,Social Network, The (2010)
6654,267,0.2907,4.5,1.3081,300 (2007)
7556,267,0.2907,4.5,1.3081,Toy Story 3 (2010)
7818,267,0.2907,4.5,1.3081,X-Men: First Class (2011)
7412,267,0.2907,4.5,1.3081,Avatar (2009)
7575,267,0.2907,4.5,1.3081,Inception (2010)
4975,267,0.2907,4.5,1.3081,Shot in the Dark, A (1964)
7822,267,0.2907,4.5,1.3081,Super 8 (2011)
6944,267,0.2907,4.5,1.3081,Iron Man (2008)
6998,267,0.2907,4.5,1.3081,It's the Great Pumpkin, Charlie Brown (1966)
5659,267,0.2907,4.5,1.3081,Sherlock Jr. (1924)
3145,563,0.3266,4.0,1.3063,Phantom of the Opera (1943)
2983,563,0.3266,4.0,1.3063,Cutter's Way (1981)
3147,563,0.3266,4.0,1.3063,Slumber Party Massacre, The (1982)
3176,563,0.3266,4.0,1.3063,Beyond, The (E tu vivrai nel terrore - L'aldilà) (1981)
3141,563,0.3266,4.0,1.3063,Creature from the Black Lagoon, The (1954)
3134,563,0.3266,4.0,1.3063,Return of the Fly (1959)
2969,563,0.3266,4.0,1.3063,Fatal Beauty (1987)
3177,563,0.3266,4.0,1.3063,Private Eyes, The (1981)
3150,563,0.3266,4.0,1.3063,Sorority House Massacre (1986)
2968,563,0.3266,4.0,1.3063,Burglar (1987)
2979,563,0.3266,4.0,1.3063,Near Dark (1987)
3046,563,0.3266,4.0,1.3063,White Sands (1992)
3006,563,0.3266,4.0,1.3063,Communion (1989)
3007,563,0.3266,4.0,1.3063,Fun and Fancy Free (1947)
3017,563,0.3266,4.0,1.3063,The Golden Voyage of Sinbad (1973)
2800,563,0.3266,4.0,1.3063,North Dallas Forty (1979)
2495,563,0.3266,4.0,1.3063,Stanley & Iris (1990)
3042,563,0.3266,4.0,1.3063,Knightriders (1981)
2599,563,0.3266,4.0,1.3063,Encino Man (1992)
2855,563,0.3266,4.0,1.3063,Carnosaur 2 (1995)
2596,563,0.3266,4.0,1.3063,Isn't She Great? (2000)
2582,563,0.3266,4.0,1.3063,Cry in the Dark, A (1988)
2560,563,0.3266,4.0,1.3063,Third Miracle, The (1999)
2865,563,0.3266,4.0,1.3063,Inferno (1980)
1783,563,0.3266,4.0,1.3063,Parasite (1982)
2876,563,0.3266,4.0,1.3063,Gypsy (1962)
2963,563,0.3266,4.0,1.3063,Sleepwalkers (1992)
2215,563,0.3266,4.0,1.3063,Adventures of Sebastian Cole, The (1998)
2220,563,0.3266,4.0,1.3063,Detroit Rock City (1999)
2221,563,0.3266,4.0,1.3063,Better Than Chocolate (1999)
2284,563,0.3266,4.0,1.3063,Alice, Sweet Alice (a.k.a. Communion) (a.k.a. Holy Terror) (1976)
1967,563,0.3266,4.0,1.3063,Texas Chainsaw Massacre 2, The (1986)
1729,563,0.3266,4.0,1.3063,Rope (1948)
1736,563,0.3266,4.0,1.3063,Trouble with Harry, The (1955)
1738,563,0.3266,4.0,1.3063,Stage Fright (1950)
1740,563,0.3266,4.0,1.3063,I Married A Strange Person! (1997)
1759,563,0.3266,4.0,1.3063,Rich and Strange (1931)
2432,563,0.3266,4.0,1.3063,Nighthawks (1981)
1706,563,0.3266,4.0,1.3063,House (1986)
1683,563,0.3266,4.0,1.3063,All Dogs Go to Heaven (1989)
1700,563,0.3266,4.0,1.3063,American Tail: Fievel Goes West, An (1991)
1874,563,0.3266,4.0,1.3063,Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)
1816,563,0.3266,4.0,1.3063,Impostors, The (1998)
1823,563,0.3266,4.0,1.3063,Love Is the Devil (1998)
1858,563,0.3266,4.0,1.3063,Pope of Greenwich Village, The (1984)
2896,563,0.3266,4.0,1.3063,Carnival of Souls (1962)
2915,563,0.3266,4.0,1.3063,Quatermass and the Pit (1967)
2922,563,0.3266,4.0,1.3063,Curse of the Puppet Master (Puppet Master 6: The Curse) (1998)
2950,563,0.3266,4.0,1.3063,Night of the Creeps (1986)
2946,563,0.3266,4.0,1.3063,Class of Nuke 'Em High (1986)
2403,563,0.3266,4.0,1.3063,Rawhead Rex (1986)
2715,563,0.3266,4.0,1.3063,Turtle Diary (1985)
2448,563,0.3266,4.0,1.3063,Peter's Friends (1992)
1612,563,0.3266,4.0,1.3063,Herbie Goes to Monte Carlo (1977)
1093,563,0.3266,4.0,1.3063,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986)
1095,563,0.3266,4.0,1.3063,Blood and Wine (Blood & Wine) (1996)
1225,563,0.3266,4.0,1.3063,Nowhere (1997)
1548,563,0.3266,4.0,1.3063,Halloween 5: The Revenge of Michael Myers (1989)
1598,563,0.3266,4.0,1.3063,Candleshoe (1977)
1651,563,0.3266,4.0,1.3063,Return from Witch Mountain (1978)
948,563,0.3266,4.0,1.3063,Tie Me Up! Tie Me Down! (¡Átame!) (1990)
1591,563,0.3266,4.0,1.3063,Billy's Hollywood Screen Kiss (1997)
1560,563,0.3266,4.0,1.3063,Exorcist II: The Heretic (1977)
1547,563,0.3266,4.0,1.3063,Halloween 4: The Return of Michael Myers (1988)
1649,563,0.3266,4.0,1.3063,Rescuers Down Under, The (1990)
1080,563,0.3266,4.0,1.3063,Blood Beach (1981)
1540,563,0.3266,4.0,1.3063,Friday the 13th Part V: A New Beginning (1985)
1611,563,0.3266,4.0,1.3063,Herbie Goes Bananas (1980)
1616,563,0.3266,4.0,1.3063,Hot Lead and Cold Feet (1978)
1613,563,0.3266,4.0,1.3063,Hocus Pocus (1993)
1673,563,0.3266,4.0,1.3063,Graveyard Shift (Stephen King's Graveyard Shift) (1990)
1609,563,0.3266,4.0,1.3063,Great Mouse Detective, The (1986)
1538,563,0.3266,4.0,1.3063,Friday the 13th Part 3: 3D (1982)
1599,563,0.3266,4.0,1.3063,Cat from Outer Space, The (1978)
1608,563,0.3266,4.0,1.3063,Gnome-Mobile, The (1967)
2285,563,0.3266,4.0,1.3063,Nightmares (1983)
1081,563,0.3266,4.0,1.3063,Body Parts (1991)
1283,563,0.3266,4.0,1.3063,Kiss Me, Guido (1997)
2451,563,0.3266,4.0,1.3063,Under the Rainbow (1981)
2668,563,0.3266,4.0,1.3063,My Tutor (1983)
2461,563,0.3266,4.0,1.3063,Poison Ivy (1992)
2736,563,0.3266,4.0,1.3063,Death Wish (1974)
2761,563,0.3266,4.0,1.3063,Gothic (1986)
2766,563,0.3266,4.0,1.3063,That's Life! (1986)
2786,563,0.3266,4.0,1.3063,My Chauffeur (1986)
2789,563,0.3266,4.0,1.3063,Roadside Prophets (1992)
2790,563,0.3266,4.0,1.3063,Madame Sousatzka (1988)
2634,563,0.3266,4.0,1.3063,Different for Girls (1996)
2649,563,0.3266,4.0,1.3063,Blue Collar (1978)
2662,563,0.3266,4.0,1.3063,Next Best Thing, The (2000)
2675,563,0.3266,4.0,1.3063,And God Created Woman (1988)
1141,563,0.3266,4.0,1.3063,La Cérémonie (1995)
1959,563,0.3266,4.0,1.3063,Gate, The (1987)
1363,563,0.3266,4.0,1.3063,Winter Guest, The (1997)
1452,563,0.3266,4.0,1.3063,Quest for Camelot (1998)
1009,563,0.3266,4.0,1.3063,Bad Taste (1987)
1428,563,0.3266,4.0,1.3063,Live Flesh (Carne trémula) (1997)
1213,563,0.3266,4.0,1.3063,Hollow Reed (1996)
1204,563,0.3266,4.0,1.3063,Love and Other Catastrophes (1996)
1192,563,0.3266,4.0,1.3063,Kama Sutra: A Tale of Love (1996)
1186,563,0.3266,4.0,1.3063,Rosewood (1997)
1149,563,0.3266,4.0,1.3063,Thieves (Voleurs, Les) (1996)
2205,563,0.3266,4.0,1.3063,Bedroom Window, The (1987)
2333,563,0.3266,4.0,1.3063,Superstar (1999)
400,563,0.3266,4.0,1.3063,Flesh and Bone (1993)
534,563,0.3266,4.0,1.3063,Candyman: Farewell to the Flesh (1995)
559,563,0.3266,4.0,1.3063,Diabolique (1996)
554,563,0.3266,4.0,1.3063,Denise Calls Up (1995)
828,563,0.3266,4.0,1.3063,Three Caballeros, The (1945)
109,563,0.3266,4.0,1.3063,Boys of St. Vincent, The (1992)
510,563,0.3266,4.0,1.3063,Wedding Gift, The (1994)
506,563,0.3266,4.0,1.3063,Cronos (1993)
683,563,0.3266,4.0,1.3063,House Arrest (1996)
684,563,0.3266,4.0,1.3063,Eyes Without a Face (Yeux sans visage, Les) (1959)
486,563,0.3266,4.0,1.3063,Son in Law (1993)
401,563,0.3266,4.0,1.3063,Widows' Peak (1994)
91,563,0.3266,4.0,1.3063,Heidi Fleiss: Hollywood Madam (1995)
688,563,0.3266,4.0,1.3063,Flirt (1995)
500,563,0.3266,4.0,1.3063,Pagemaster, The (1994)
396,563,0.3266,4.0,1.3063,Favor, The (1994)
2350,563,0.3266,4.0,1.3063,Razor's Edge, The (1984)
12,563,0.3266,4.0,1.3063,Balto (1995)
257,563,0.3266,4.0,1.3063,Nina Takes a Lover (1994)
539,563,0.3266,4.0,1.3063,Pallbearer, The (1996)
2101,563,0.3266,4.0,1.3063,Edge of Seventeen (1998)
2324,563,0.3266,4.0,1.3063,Dark Half, The (1993)
2190,563,0.3266,4.0,1.3063,Vibes (1988)
2172,563,0.3266,4.0,1.3063,Velocity of Gary, The (1998)
167,563,0.3266,4.0,1.3063,Reckless (1995)
2128,563,0.3266,4.0,1.3063,Tarantula (1955)
2126,563,0.3266,4.0,1.3063,Wolf Man, The (1941)
2074,563,0.3266,4.0,1.3063,Goodbye Lover (1999)
2151,563,0.3266,4.0,1.3063,Get Bruce (1999)
2079,563,0.3266,4.0,1.3063,SLC Punk! (1998)
704,563,0.3266,4.0,1.3063,Nothing to Lose (1994)
815,563,0.3266,4.0,1.3063,Herbie Rides Again (1974)
477,563,0.3266,4.0,1.3063,Shadow, The (1994)
674,563,0.3266,4.0,1.3063,Stonewall (1995)
918,563,0.3266,4.0,1.3063,Lesson Faust (1994)
855,219,0.261,5.0,1.3051,Jude (1996)
3056,219,0.261,5.0,1.3051,Wonderland (1999)
1945,219,0.261,5.0,1.3051,Tea with Mussolini (1999)
4502,451,0.4346,3.0,1.3037,Life of David Gale, The (2003)
58,451,0.4346,3.0,1.3037,Mr. Holland's Opus (1995)
2753,451,0.4346,3.0,1.3037,Good Mother, The (1988)
4503,451,0.4346,3.0,1.3037,Old School (2003)
1405,451,0.4346,3.0,1.3037,Newton Boys, The (1998)
1187,451,0.4346,3.0,1.3037,Donnie Brasco (1997)
4424,451,0.4346,3.0,1.3037,King of Comedy, The (1983)
3601,451,0.4346,3.0,1.3037,Bill & Ted's Excellent Adventure (1989)
1214,451,0.4346,3.0,1.3037,Paradise Road (1997)
2491,451,0.4346,3.0,1.3037,Shampoo (1975)
5488,451,0.4346,3.0,1.3037,Anchorman: The Legend of Ron Burgundy (2004)
4351,451,0.4346,3.0,1.3037,Thief (1981)
3753,451,0.4346,3.0,1.3037,It's a Mad, Mad, Mad, Mad World (1963)
1475,451,0.4346,3.0,1.3037,Dr. Dolittle (1998)
3757,451,0.4346,3.0,1.3037,Play Misty for Me (1971)
3552,451,0.4346,3.0,1.3037,Everybody's All-American (1988)
1473,451,0.4346,3.0,1.3037,X-Files: Fight the Future, The (1998)
1167,451,0.4346,3.0,1.3037,Benny & Joon (1993)
1168,451,0.4346,3.0,1.3037,Prefontaine (1997)
2407,451,0.4346,3.0,1.3037,Being John Malkovich (1999)
